title,cast,director,keywords,genres,soup
The Mighty Macs,"['carlagugino', 'ellenburstyn', 'marleyshelton']",timchambers,"['sport', 'catholic', 'mothersuperior']","['action', 'drama']",sport catholic mothersuperior carlagugino ellenburstyn marleyshelton t i m c h a m b e r s action drama
Losin' It,"['tomcruise', 'jackieearlehaley', 'johnstockwell']",curtishanson,"['malenudity', 'femalenudity', 'mexico']",['comedy'],malenudity femalenudity mexico tomcruise jackieearlehaley johnstockwell c u r t i s h a n s o n comedy
Mother and Child,"['naomiwatts', 'samuell.jackson', 'annettebening']",rodrigogarcía,"['adoptivemother', 'nymphomaniac', 'motherdaughterrelationship']","['drama', 'romance']",adoptivemother nymphomaniac motherdaughterrelationship naomiwatts samuell.jackson annettebening r o d r i g o g a r c í a drama romance
March or Die,"['genehackman', 'terencehill', 'catherinedeneuve']",dickrichards,"['gypsy', 'middleeast', 'foreignlegion']","['action', 'adventure', 'drama']",gypsy middleeast foreignlegion genehackman terencehill catherinedeneuve d i c k r i c h a r d s action adventure drama
The Visitors,"['jeanreno', 'valérielemercier', 'christianclavier']",jean-mariepoiré,"['servant', 'timetravel', 'clumsyfellow']","['fantasy', 'comedy', 'sciencefiction']",servant timetravel clumsyfellow jeanreno valérielemercier christianclavier j e a n - m a r i e p o i r é fantasy comedy sciencefiction
Somewhere,"['stephendorff', 'chrispontius', 'erinwasson']",sofiacoppola,"['milan', 'independentfilm', 'luxuryhotel']","['comedy', 'drama']",milan independentfilm luxuryhotel stephendorff chrispontius erinwasson s o f i a c o p p o l a comedy drama
I Hope They Serve Beer in Hell,"['mattczuchry', 'jessebradford', 'marikadominczyk']",bobgosse,"['femalenudity', 'basedonnovel', 'stripper']","['comedy', 'drama']",femalenudity basedonnovel stripper mattczuchry jessebradford marikadominczyk b o b g o s s e comedy drama
Chairman of the Board,"[""scott'carrottop'thompson"", 'courtneythorne-smith', 'larrymiller']",alexzamm,"['inventor', 'invention', 'scandal']",['comedy'],inventor invention scandal scott'carrottop'thompson courtneythorne-smith larrymiller a l e x z a m m comedy
Hesher,"['josephgordon-levitt', 'natalieportman', 'rainnwilson']",spencersusser,"['lossofmother', 'clerk', 'grocery']",['drama'],lossofmother clerk grocery josephgordon-levitt natalieportman rainnwilson s p e n c e r s u s s e r drama
Dom Hemingway,"['judelaw', 'demiánbichir', 'richarde.grant']",richardshepard,"['growingup', 'money', 'crime']","['comedy', 'crime', 'drama']",growingup money crime judelaw demiánbichir richarde.grant r i c h a r d s h e p a r d comedy crime drama
Gerry,"['caseyaffleck', 'mattdamon']",gusvansant,"['desperation', 'highway', 'wilderness']","['mystery', 'drama', 'adventure']",desperation highway wilderness caseyaffleck mattdamon g u s v a n s a n t mystery drama adventure
The Heart of Me,"['helenabonhamcarter', 'oliviawilliams', 'paulbettany']",thaddeuso'sullivan,[],"['drama', 'romance']", helenabonhamcarter oliviawilliams paulbettany t h a d d e u s o ' s u l l i v a n drama romance
Freeheld,"['juliannemoore', 'ellenpage', 'stevecarell']",petersollett,"['newjersey', 'equality', 'lesbianrelationship']","['romance', 'drama']",newjersey equality lesbianrelationship juliannemoore ellenpage stevecarell p e t e r s o l l e t t romance drama
The Extra Man,"['kevinkline', 'pauldano', 'katieholmes']",sharispringerberman,"['independentfilm', 'womandirector']",['comedy'],independentfilm womandirector kevinkline pauldano katieholmes s h a r i s p r i n g e r b e r m a n comedy
Hard to Be a God,"['leonidyarmolnik', 'yuriytsurilo', 'natalyamoteva']",alekseygerman,[],"['drama', 'sciencefiction']", leonidyarmolnik yuriytsurilo natalyamoteva a l e k s e y g e r m a n drama sciencefiction
Ca$h,"['seanbean', 'chrishemsworth', 'victoriaprofeta']",stephenmilburnanderson,"['independentfilm', 'money']","['crime', 'thriller', 'comedy']",independentfilm money seanbean chrishemsworth victoriaprofeta s t e p h e n m i l b u r n a n d e r s o n crime thriller comedy
Wah-Wah,"['gabrielbyrne', 'emilywatson', 'juliewalters']",richarde.grant,"['adultery', 'braintumor', 'southafrica']",['drama'],adultery braintumor southafrica gabrielbyrne emilywatson juliewalters r i c h a r d e . g r a n t drama
The Boondock Saints,"['willemdafoe', 'normanreedus', 'seanpatrickflanery']",troyduffy,"['arbitrarylaw', 'boston', 'twinbrother']","['action', 'thriller', 'crime']",arbitrarylaw boston twinbrother willemdafoe normanreedus seanpatrickflanery t r o y d u f f y action thriller crime
Z Storm,"['louiskoo', 'gordonlamka-tung', 'dadachan']",davidlam,[],"['crime', 'thriller']", louiskoo gordonlamka-tung dadachan d a v i d l a m crime thriller
Twixt,"['valkilmer', 'brucedern', 'benchaplin']",francisfordcoppola,"['sheriff', 'vampire', 'orphanage']","['horror', 'thriller']",sheriff vampire orphanage valkilmer brucedern benchaplin f r a n c i s f o r d c o p p o l a horror thriller
The Snow Queen,"['ivanokhlobystin', 'dmitriynagiev', 'lyudmilaartemeva']",vladlenbarbe,[],"['animation', 'fantasy']", ivanokhlobystin dmitriynagiev lyudmilaartemeva v l a d l e n b a r b e animation fantasy
Alpha and Omega: The Legend of the Saw Tooth Cave,"['deedeegreene', 'bendiskin', 'lindsaytorrance']",richardrich,[],"['family', 'animation', 'comedy']", deedeegreene bendiskin lindsaytorrance r i c h a r d r i c h family animation comedy
Pale Rider,"['clinteastwood', 'michaelmoriarty', 'carriesnodgress']",clinteastwood,"['gunslinger', 'showdown', 'marshal']","['romance', 'western']",gunslinger showdown marshal clinteastwood michaelmoriarty carriesnodgress c l i n t e a s t w o o d romance western
Stargate: The Ark of Truth,"['benbrowder', 'amandatapping', 'christopherjudge']",robertc.cooper,"['wormhole', 'spacetravel', 'supernaturalpowers']","['adventure', 'sciencefiction']",wormhole spacetravel supernaturalpowers benbrowder amandatapping christopherjudge r o b e r t c . c o o p e r adventure sciencefiction
Dazed and Confused,"['jasonlondon', 'rorycochrane', 'wileywiggins']",richardlinklater,"['1970s', 'texas', 'highschool']","['comedy', 'drama']",1970s texas highschool jasonlondon rorycochrane wileywiggins r i c h a r d l i n k l a t e r comedy drama
High School Musical 2,"['zacefron', 'vanessahudgens', 'ashleytisdale']",kennyortega,"['musical', 'music', 'summer']","['comedy', 'drama', 'family']",musical music summer zacefron vanessahudgens ashleytisdale k e n n y o r t e g a comedy drama family
Two Lovers and a Bear,"['danedehaan', 'tatianamaslany', 'gordonpinsent']",kimnguyen,"['smalltown', 'lovers', 'bear']","['drama', 'romance']",smalltown lovers bear danedehaan tatianamaslany gordonpinsent k i m n g u y e n drama romance
Criminal Activities,"['danstevens', 'johntravolta', 'michaelpitt']",jackieearlehaley,"['mobster', 'moneyproblems', 'borrow']","['thriller', 'crime', 'drama']",mobster moneyproblems borrow danstevens johntravolta michaelpitt j a c k i e e a r l e h a l e y thriller crime drama
Aimee & Jaguar,"['mariaschrader', 'julianeköhler', 'johannawokalek']",maxfärberböck,"['berlin', 'jew', 'forbiddenlove']","['drama', 'history', 'romance']",berlin jew forbiddenlove mariaschrader julianeköhler johannawokalek m a x f ä r b e r b ö c k drama history romance
The Chumscrubber,"['jamiebell', 'camillabelle', 'justinchatwin']",arieposin,"['suicide', 'fathersonrelationship', 'surreal']","['comedy', 'drama']",suicide fathersonrelationship surreal jamiebell camillabelle justinchatwin a r i e p o s i n comedy drama
Shade,"['stuarttownsend', 'gabrielbyrne', 'thandienewton']",damiannieman,[],"['action', 'thriller', 'crime']", stuarttownsend gabrielbyrne thandienewton d a m i a n n i e m a n action thriller crime
House at the End of the Street,"['jenniferlawrence', 'maxthieriot', 'elisabethshue']",marktonderai,"['motherdaughterrelationship', 'crossdressing', 'violence']","['horror', 'thriller']",motherdaughterrelationship crossdressing violence jenniferlawrence maxthieriot elisabethshue m a r k t o n d e r a i horror thriller
Incendies,"['lubnaazabal', 'mélissadésormeaux-poulin', 'maximgaudette']",denisvilleneuve,"['prison', 'middleeast', 'rape']","['drama', 'war', 'mystery']",prison middleeast rape lubnaazabal mélissadésormeaux-poulin maximgaudette d e n i s v i l l e n e u v e drama war mystery
"Remember Me, My Love","['fabriziobentivoglio', 'lauramorante', 'monicabellucci']",gabrielemuccino,['eroticism'],"['drama', 'comedy', 'romance']",eroticism fabriziobentivoglio lauramorante monicabellucci g a b r i e l e m u c c i n o drama comedy romance
Perrier’s Bounty,"['cillianmurphy', 'brendangleeson', 'jimbroadbent']",ianfitzgibbon,['suspense'],"['action', 'comedy', 'crime']",suspense cillianmurphy brendangleeson jimbroadbent i a n f i t z g i b b o n action comedy crime
Elite Squad,"['wagnermoura', 'caiojunqueira', 'andréramiro']",josépadilha,"['slum', 'policebrutality', 'brazilian']","['drama', 'action', 'crime']",slum policebrutality brazilian wagnermoura caiojunqueira andréramiro j o s é p a d i l h a drama action crime
Annabelle,"['annabellewallis', 'wardhorton', 'tonyamendola']",johnr.leonetti,"['prequel', 'evildoll', 'killerdoll']",['horror'],prequel evildoll killerdoll annabellewallis wardhorton tonyamendola j o h n r . l e o n e t t i horror
Bran Nue Dae,"['rockymckenzie', 'geoffreyrush', 'jessicamauboy']",rachelperkins,"['musical', 'womandirector']","['comedy', 'drama', 'foreign']",musical womandirector rockymckenzie geoffreyrush jessicamauboy r a c h e l p e r k i n s comedy drama foreign
Boyz n the Hood,"['laurencefishburne', 'cubagoodingjr.', 'icecube']",johnsingleton,"['streetgang', 'blackpeople', 'rapmusic']","['crime', 'drama']",streetgang blackpeople rapmusic laurencefishburne cubagoodingjr. icecube j o h n s i n g l e t o n crime drama
La Bamba,"['loudiamondphillips', 'daniellevonzerneck', 'elizabethpeña']",luisvaldez,"['musical', 'death', 'dyingyoung']","['drama', 'music']",musical death dyingyoung loudiamondphillips daniellevonzerneck elizabethpeña l u i s v a l d e z drama music
The Four Seasons,"['alanalda', 'carolburnett', 'lencariou']",alanalda,[],"['comedy', 'drama', 'romance']", alanalda carolburnett lencariou a l a n a l d a comedy drama romance
Dressed to Kill,"['michaelcaine', 'angiedickinson', 'nancyallen']",briandepalma,"['transvestism', 'taxi', 'prostitute']","['horror', 'mystery', 'thriller']",transvestism taxi prostitute michaelcaine angiedickinson nancyallen b r i a n d e p a l m a horror mystery thriller
The Adventures of Huck Finn,"['elijahwood', 'courtneyb.vance', 'robbiecoltrane']",stephensommers,"['southernaccent', 'wantedman', 'lynchmob']","['action', 'adventure', 'drama']",southernaccent wantedman lynchmob elijahwood courtneyb.vance robbiecoltrane s t e p h e n s o m m e r s action adventure drama
Go,"['sarahpolley', 'katieholmes', 'jaymohr']",dougliman,"['ecstasy', 'drugdealing', 'drug']","['crime', 'comedy', 'thriller']",ecstasy drugdealing drug sarahpolley katieholmes jaymohr d o u g l i m a n crime comedy thriller
Friends with Money,"['catherinekeener', 'jasonisaacs', 'timmsharp']",nicoleholofcener,"['midlifecrisis', 'marriage', 'money']","['comedy', 'drama', 'romance']",midlifecrisis marriage money catherinekeener jasonisaacs timmsharp n i c o l e h o l o f c e n e r comedy drama romance
The Andromeda Strain,"['arthurhill', 'davidwayne', 'jamesolson']",robertwise,"['nasa', 'newmexico', 'biologicalweapon']","['sciencefiction', 'thriller']",nasa newmexico biologicalweapon arthurhill davidwayne jamesolson r o b e r t w i s e sciencefiction thriller
Bats,"['loudiamondphillips', 'dinameyer', 'bobgunton']",louismorneau,"['mutation', 'bat', 'attack']","['horror', 'thriller']",mutation bat attack loudiamondphillips dinameyer bobgunton l o u i s m o r n e a u horror thriller
Nowhere in Africa,"['julianeköhler', 'merabninidze', 'sidedeonyulo']",carolinelink,"['lossoffamily', 'emigration', 'worldwarii']",['drama'],lossoffamily emigration worldwarii julianeköhler merabninidze sidedeonyulo c a r o l i n e l i n k drama
Shame,"['michaelfassbender', 'careymulligan', 'jamesbadgedale']",stevemcqueen,"['pornography', 'brothersisterrelationship', 'sexaddiction']",['drama'],pornography brothersisterrelationship sexaddiction michaelfassbender careymulligan jamesbadgedale s t e v e m c q u e e n drama
Layer Cake,"['danielcraig', 'tomhardy', 'colmmeaney']",matthewvaughn,"['kidnapping', 'ecstasy', 'drugtraffic']","['drama', 'thriller', 'crime']",kidnapping ecstasy drugtraffic danielcraig tomhardy colmmeaney m a t t h e w v a u g h n drama thriller crime
The Work and the Glory II: American Zion,"['samhennings', 'brendastrong', 'ericjohnson']",sterlingvanwagenen,[],['drama'], samhennings brendastrong ericjohnson s t e r l i n g v a n w a g e n e n drama
The East,"['britmarling', 'alexanderskarsgård', 'ellenpage']",zalbatmanglij,"['secretorganization', 'murder', 'environmentalism']","['drama', 'thriller']",secretorganization murder environmentalism britmarling alexanderskarsgård ellenpage z a l b a t m a n g l i j drama thriller
A Home at the End of the World,"['colinfarrell', 'dallasroberts', 'robinwright']",michaelmayer,"['gay', 'aids', 'basedonnovel']","['romance', 'drama']",gay aids basedonnovel colinfarrell dallasroberts robinwright m i c h a e l m a y e r romance drama
Aberdeen,"['stellanskarsgård', 'lenaheadey', 'ianhart']",hanspettermoland,"['alcohol', 'cocaine', 'daughter']","['drama', 'comedy', 'foreign']",alcohol cocaine daughter stellanskarsgård lenaheadey ianhart h a n s p e t t e r m o l a n d drama comedy foreign
The Messenger,"['benfoster', 'woodyharrelson', 'jenamalone']",orenmoverman,"['independentfilm', 'wounded', 'soldier']","['drama', 'history']",independentfilm wounded soldier benfoster woodyharrelson jenamalone o r e n m o v e r m a n drama history
Tracker,"['raywinstone', 'temueramorrison', 'andyanderson']",iansharp,[],"['action', 'drama', 'thriller']", raywinstone temueramorrison andyanderson i a n s h a r p action drama thriller
Control,"['samriley', 'samanthamorton', 'alexandramarialara']",antoncorbijn,"['manchestercity', 'medicine', 'newlove']",['drama'],manchestercity medicine newlove samriley samanthamorton alexandramarialara a n t o n c o r b i j n drama
The Terminator,"['arnoldschwarzenegger', 'michaelbiehn', 'lindahamilton']",jamescameron,"['savingtheworld', 'artificialintelligence', 'rebel']","['action', 'thriller', 'sciencefiction']",savingtheworld artificialintelligence rebel arnoldschwarzenegger michaelbiehn lindahamilton j a m e s c a m e r o n action thriller sciencefiction
"Good bye, Lenin!","['danielbrühl', 'katrinsass', 'chulpankhamatova']",wolfgangbecker,"['bureaucracy', 'berlinwall', 'policestate']","['comedy', 'drama', 'romance']",bureaucracy berlinwall policestate danielbrühl katrinsass chulpankhamatova w o l f g a n g b e c k e r comedy drama romance
The Damned United,"['michaelsheen', 'timothyspall', 'colmmeaney']",tomhooper,"['england', 'leedsunited', 'sport']",['drama'],england leedsunited sport michaelsheen timothyspall colmmeaney t o m h o o p e r drama
The Return of the Living Dead,"['clugulager', 'jameskaren', 'doncalfa']",dano'bannon,"['femalenudity', 'crematorium', 'nudity']","['comedy', 'horror']",femalenudity crematorium nudity clugulager jameskaren doncalfa d a n o ' b a n n o n comedy horror
Mallrats,"['jasonlee', 'jeremylondon', 'shannendoherty']",kevinsmith,"['sex', 'gameshow', 'slacker']","['romance', 'comedy']",sex gameshow slacker jasonlee jeremylondon shannendoherty k e v i n s m i t h romance comedy
Grease,"['johntravolta', 'olivianewton-john', 'stockardchanning']",randalkleiser,"['flyingcar', 'streetgang', 'running']",['romance'],flyingcar streetgang running johntravolta olivianewton-john stockardchanning r a n d a l k l e i s e r romance
Platoon,"['tomberenger', 'charliesheen', 'willemdafoe']",oliverstone,"['famousscore', 'hero', 'mine']","['drama', 'war', 'action']",famousscore hero mine tomberenger charliesheen willemdafoe o l i v e r s t o n e drama war action
